"source","source_xml","source_image","target_xml","target_image","objects"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000036.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000036.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000036.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000036.jpg","2"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000037.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000037.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000037.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000037.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000038.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000038.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000038.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000038.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000039.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000039.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000039.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000039.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000040.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000040.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000040.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000040.jpg","2"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000041.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000041.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000041.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000041.jpg","3"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000042.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000042.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000042.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000042.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000043.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000043.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000043.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000043.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000044.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000044.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000044.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000044.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000045.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000045.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000045.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000045.jpg","3"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000046.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000046.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000046.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000046.jpg","3"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000047.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000047.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000047.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000047.jpg","2"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000048.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000048.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000048.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000048.jpg","3"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000050.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000050.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000050.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000050.jpg","2"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000051.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000051.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000051.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000051.jpg","2"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000056.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000056.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000056.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000056.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000057.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000057.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000057.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000057.jpg","3"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000058.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000058.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000058.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000058.jpg","3"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000059.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000059.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000059.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000059.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000063.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000063.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000063.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000063.jpg","5"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000064.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000064.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000064.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000064.jpg","5"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000065.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000065.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000065.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000065.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000066.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000066.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000066.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000066.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000067.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000067.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000067.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000067.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000069.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000069.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000069.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000069.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000070.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000070.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000070.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000070.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000071.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000071.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000071.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000071.jpg","2"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000073.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000073.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000073.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000073.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000077.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000077.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000077.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000077.jpg","2"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000078.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000078.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000078.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000078.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000079.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000079.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000079.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000079.jpg","3"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000080.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000080.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000080.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000080.jpg","3"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000081.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000081.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000081.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000081.jpg","2"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000082.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000082.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000082.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000082.jpg","2"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000083.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000083.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000083.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000083.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000087.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000087.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000087.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000087.jpg","2"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000088.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000088.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000088.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000088.jpg","2"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000090.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000090.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000090.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000090.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000092.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000092.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000092.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000092.jpg","3"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000093.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000093.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000093.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000093.jpg","2"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000094.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000094.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000094.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000094.jpg","2"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000095.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000095.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000095.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000095.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000099.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000099.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000099.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000099.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000100.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000100.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000100.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000100.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000101.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000101.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000101.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000101.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000105.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000105.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000105.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000105.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000106.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000106.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000106.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000106.jpg","2"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000107.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000107.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000107.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000107.jpg","2"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000108.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000108.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000108.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000108.jpg","2"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000109.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000109.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000109.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000109.jpg","2"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000110.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000110.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000110.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000110.jpg","2"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000111.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000111.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000111.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000111.jpg","2"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000112.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000112.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000112.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000112.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000113.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000113.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000113.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000113.jpg","2"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000114.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000114.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000114.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000114.jpg","3"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000115.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000115.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000115.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000115.jpg","2"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000116.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000116.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000116.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000116.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000118.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000118.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000118.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000118.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000119.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000119.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000119.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000119.jpg","2"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000120.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000120.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000120.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000120.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000124.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000124.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000124.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000124.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000125.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000125.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000125.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000125.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000126.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000126.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000126.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000126.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000127.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000127.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000127.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000127.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000128.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000128.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000128.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000128.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000129.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000129.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000129.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000129.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000130.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000130.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000130.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000130.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000131.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000131.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000131.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000131.jpg","2"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000132.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000132.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000132.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000132.jpg","2"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000133.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000133.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000133.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000133.jpg","2"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000134.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000134.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000134.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000134.jpg","3"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000135.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000135.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000135.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000135.jpg","2"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000136.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000136.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000136.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000136.jpg","1"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000138.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000138.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000138.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000138.jpg","2"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000139.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000139.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000139.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000139.jpg","3"
"japan_ffa_20260430_192240","M:\ra3_bot\runs\20260430_192240\recording\frames\000140.xml","M:\ra3_bot\runs\20260430_192240\recording\frames\000140.jpg","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000140.xml","M:\ra3_bot\data\datasets\ra3_unified\raw_frames\japan_ffa_20260430_192240_000140.jpg","3"
